"Group Name","Group DistinguishedName","Member DistinguishedName","Action","Added Age (Days)","Removed Age (Days)","Added Date","Removed Date","ftimeCreated","ftimeDeleted"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=ED_SHARP,OU=Test,OU=FSR,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:25 PM",,"2020-08-27T23:36:25Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=ELINOR_LEON,OU=ServiceAccounts,OU=ITS,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:07 PM",,"2020-08-27T23:39:07Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=LAWANDA_TYLER,OU=ServiceAccounts,OU=FIN,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:53 PM",,"2020-08-27T23:36:53Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=DARREL_PAUL,OU=ServiceAccounts,OU=FIN,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:48 PM",,"2020-08-27T23:36:48Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=STACEY_FRANCIS,OU=ServiceAccounts,OU=FSR,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:41 PM",,"2020-08-27T23:38:41Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=7926975485SA,OU=ServiceAccounts,OU=FIN,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:19 PM",,"2020-08-27T23:38:19Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=JEFFERY_WALKER,OU=Groups,OU=OGC,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:55 PM",,"2020-08-27T23:34:55Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=ANGELICA_PITTS,OU=Test,OU=AWS,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:57 PM",,"2020-08-27T23:37:57Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=2118341532SA,OU=Devices,OU=AZR,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:59 PM",,"2020-08-27T23:37:59Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=6394043634SA,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:50 PM",,"2020-08-27T23:38:50Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=SALLIE_BLANCHARD,OU=Devices,OU=FIN,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:11 PM",,"2020-08-27T23:34:11Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=DOMINIQUE_REEVES,OU=Groups,OU=TST,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:46 PM",,"2020-08-27T23:38:46Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=JOYCE_NIXON,OU=Test,OU=AZR,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:18 PM",,"2020-08-27T23:38:18Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=TRENTON_BEAN,OU=Test,OU=SEC,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:44 PM",,"2020-08-27T23:39:44Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=9935711913SA,OU=Test,OU=ESM,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:37 PM",,"2020-08-27T23:36:37Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=STEFANIE_HENDERSON,OU=AWS,OU=People,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:02 PM",,"2020-08-27T23:37:02Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=8202899310SA,OU=Devices,OU=TST,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:39 PM",,"2020-08-27T23:35:39Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=CARMEN_FINCH,OU=Groups,OU=BDE,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:32 PM",,"2020-08-27T23:39:32Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=BURL_MCLAUGHLIN,OU=Devices,OU=BDE,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:37 PM",,"2020-08-27T23:35:37Z","1601-01-01T00:00:00Z"
"FO-zai-admingroup","CN=FO-zai-admingroup,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=LAB,DC=local","CN=VINCE_RATLIFF,OU=Groups,OU=FIN,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:29 PM",,"2020-08-27T23:38:29Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=BARBRA_SANDOVAL,OU=Devices,OU=TST,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:31:00 PM",,"2020-08-27T23:31:00Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=SYLVIA_CAMERON,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:57 PM",,"2020-08-27T23:39:57Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ZELMA_GUTIERREZ,OU=ServiceAccounts,OU=TST,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:35 PM",,"2020-08-27T23:37:35Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=SHERYL_LOWE,OU=ServiceAccounts,OU=AZR,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:53 PM",,"2020-08-27T23:37:53Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ROBERTA_GALLEGOS,OU=Test,OU=SEC,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:34 PM",,"2020-08-27T23:39:34Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ADOLFO_FRENCH,OU=Test,OU=HRE,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:14 PM",,"2020-08-27T23:38:14Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ERIN_VALENZUELA,OU=OGC,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:05 PM",,"2020-08-27T23:38:05Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=HERIBERTO_SCHROEDER,OU=ESM,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:04 PM",,"2020-08-27T23:35:04Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=DWAYNE_RICE,OU=AZR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:41 PM",,"2020-08-27T23:40:41Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ADA_VALENZUELA,OU=Test,OU=AWS,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:46 PM",,"2020-08-27T23:36:46Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ROSLYN_KNOWLES,OU=Tier 1,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:05 PM",,"2020-08-27T23:35:05Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=JIMMIE_NOEL,OU=GOO,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:33 PM",,"2020-08-27T23:34:33Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ANGELA_HARMON,OU=Groups,OU=HRE,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:21 PM",,"2020-08-27T23:38:21Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ETHEL_REEVES,OU=Test,OU=AWS,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:54 PM",,"2020-08-27T23:34:54Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ALYSSA_GRAVES,OU=Groups,OU=AWS,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:16 PM",,"2020-08-27T23:34:16Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=SCOTTY_BUCKNER,OU=AWS,OU=People,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:29 PM",,"2020-08-27T23:37:29Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=DANNY_LOGAN,OU=Unassociated,OU=People,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:59 PM",,"2020-08-27T23:34:59Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=SANDRA_ROBERTSON,OU=Test,OU=SEC,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:56 PM",,"2020-08-27T23:38:56Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ANTWAN_VANCE,OU=ServiceAccounts,OU=FIN,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:35 PM",,"2020-08-27T23:34:35Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=DAPHNE_OLSEN,OU=Groups,OU=GOO,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:25 PM",,"2020-08-27T23:35:25Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=WOODROW_WATKINS,OU=ServiceAccounts,OU=ESM,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:58 PM",,"2020-08-27T23:34:58Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=JARROD_WOODARD,OU=AWS,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:08 PM",,"2020-08-27T23:37:08Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=CHRISTY_GONZALEZ,OU=Test,OU=GOO,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:01 PM",,"2020-08-27T23:35:01Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=TERRY_BURKS,OU=ServiceAccounts,OU=OGC,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:59 PM",,"2020-08-27T23:36:59Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=QUENTIN_WILLIAMS,OU=Test,OU=FSR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:49 PM",,"2020-08-27T23:37:49Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=BARBARA_WOOTEN,OU=Test,OU=AZR,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:34 PM",,"2020-08-27T23:36:34Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=MAUDE_JACKSON,OU=Devices,OU=ITS,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:38 PM",,"2020-08-27T23:38:38Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=FERNANDO_EATON,OU=Devices,OU=ESM,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:02 PM",,"2020-08-27T23:35:02Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=SHANNA_ROWE,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:52 PM",,"2020-08-27T23:34:52Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=JONI_FRAZIER,OU=Devices,OU=BDE,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:52 PM",,"2020-08-27T23:38:52Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ALEJANDRA_HESS,OU=T2-Devices,OU=Tier 2,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:09 PM",,"2020-08-27T23:36:09Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=RICKEY_WARREN,OU=Groups,OU=BDE,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:25 PM",,"2020-08-27T23:39:25Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=4649099107SA,OU=Groups,OU=AZR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:34 PM",,"2020-08-27T23:38:34Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=LETHA_BALLARD,OU=AWS,OU=People,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:47 PM",,"2020-08-27T23:34:47Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=7390398513SA,OU=ServiceAccounts,OU=SEC,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:15 PM",,"2020-08-27T23:39:15Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=SHELIA_JUSTICE,OU=Devices,OU=AZR,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:50 PM",,"2020-08-27T23:35:50Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=LEVI_REILLY,OU=ServiceAccounts,OU=HRE,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:28 PM",,"2020-08-27T23:39:28Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=JAVIER_MCMAHON,OU=Groups,OU=OGC,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:35 PM",,"2020-08-27T23:38:35Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=2181374926SA,OU=T1-Accounts,OU=Tier 1,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:18 PM",,"2020-08-27T23:36:18Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=NEAL_HUGHES,OU=T0-Accounts,OU=Tier 0,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:29 PM",,"2020-08-27T23:35:29Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=CLYDE_CASTILLO,OU=ITS,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:11 PM",,"2020-08-27T23:36:11Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=FREDA_NEAL,OU=Devices,OU=GOO,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:06 PM",,"2020-08-27T23:38:06Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=FREDA_HYDE,OU=T2-Servers,OU=Tier 2,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:55 PM",,"2020-08-27T23:34:55Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ROD_LUNA,OU=Devices,OU=TST,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:54 PM",,"2020-08-27T23:38:54Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ORVAL_CONTRERAS,OU=.SecFrame.com,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:27 PM",,"2020-08-27T23:35:27Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=LEOPOLDO_MATHIS,OU=ServiceAccounts,OU=AZR,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:28 PM",,"2020-08-27T23:39:28Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=7931054173SA,OU=ServiceAccounts,OU=AZR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:26 PM",,"2020-08-27T23:36:26Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=VICKIE_CARRILLO,OU=T2-Servers,OU=Tier 2,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:09 PM",,"2020-08-27T23:34:09Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=3471792677SA,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:05 PM",,"2020-08-27T23:40:05Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=PETER_BEARD,OU=Groups,OU=TST,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:52 PM",,"2020-08-27T23:36:52Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=JUANITA_BRIGHT,OU=Groups,OU=FIN,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:20 PM",,"2020-08-27T23:38:20Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=LILA_MCLEOD,OU=FSR,OU=People,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:56 PM",,"2020-08-27T23:35:56Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=ALLYSON_CHAN,OU=ITS,OU=People,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:38 PM",,"2020-08-27T23:37:38Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=KRISTIN_RODRIGUEZ,OU=Test,OU=OGC,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:13 PM",,"2020-08-27T23:35:13Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=BRIAN_SHIELDS,OU=GOO,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:11 PM",,"2020-08-27T23:36:11Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=PAM_CRANE,OU=Groups,OU=FSR,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:51 PM",,"2020-08-27T23:36:51Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=NOE_PETERS,OU=Devices,OU=AWS,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:41 PM",,"2020-08-27T23:39:41Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=8919208492SA,OU=Devices,OU=AZR,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:17 PM",,"2020-08-27T23:34:17Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=BRYON_HOBBS,OU=People,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:38 PM",,"2020-08-27T23:36:38Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=TANYA_HIGGINS,OU=FIN,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:26 PM",,"2020-08-27T23:37:26Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=MINNIE_LOGAN,OU=Groups,OU=AZR,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:58 PM",,"2020-08-27T23:34:58Z","1601-01-01T00:00:00Z"
"BA-sum-admingroup","CN=BA-sum-admingroup,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","CN=809561940SA,OU=T0-Permissions,OU=Tier 0,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:19 PM",,"2020-08-27T23:37:19Z","1601-01-01T00:00:00Z"
"LA-singaraja-admingroup","CN=LA-singaraja-admingroup,OU=.SecFrame.com,DC=LAB,DC=local","CN=LADONNA_WATTS,OU=Test,OU=FSR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:29:28 PM",,"2020-08-27T23:29:28Z","1601-01-01T00:00:00Z"
