"UserName","Name","Enabled","AdminCount","Must Change Password at Logon","Cannot Change Password","Password Never Expires","Reversible Password Encryption","Smartcard Logon Required","Delegation Permitted","Kerberos DES Only","Kerberos RC4","Kerberos AES-128bit","Kerberos AES-256bit","Does Not Require Pre Auth","Never Logged in","Logon Age (days)","Password Age (days)","Dormant (> 90 days)","Password Age (> 180 days)","Account Locked Out","Password Expired","Password Not Required","Delegation Type","Delegation Protocol","Delegation Services","Logon Workstations","Primary GroupID","SID","SIDHistory","HasSPN","Description","Title","Department","Company","Manager","Info","Last Logon Date","Password LastSet","Account Expiration Date","Account Expiration (days)","Mobile","Email","HomeDirectory","ProfilePath","ScriptPath","UserAccountControl","First Name","Middle Name","Last Name","Country","whenCreated","whenChanged","DistinguishedName","CanonicalName"
"JANELL_MOORE","JANELL_MOORE","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3156","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:58 PM",,,"","",,,,"512","","","JANELL_MOORE","","8/27/2020 7:26:58 PM","8/27/2020 7:26:58 PM","CN=JANELL_MOORE,OU=Test,OU=FSR,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/FSR/Test/JANELL_MOORE"
"BERNARDO_BOOKER","BERNARDO_BOOKER","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2586","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:54 PM",,,"","",,,,"512","","","BERNARDO_BOOKER","","8/27/2020 7:25:54 PM","8/27/2020 7:25:54 PM","CN=BERNARDO_BOOKER,OU=ServiceAccounts,OU=HRE,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/HRE/ServiceAccounts/BERNARDO_BOOKER"
"571615849SA","571615849SA","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1168","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:22:47 PM",,,"","",,,,"512","","","571615849SA","","8/27/2020 7:22:47 PM","8/27/2020 7:22:48 PM","CN=571615849SA,OU=ServiceAccounts,OU=AZR,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/AZR/ServiceAccounts/571615849SA"
"CHELSEA_CHURCH","CHELSEA_CHURCH","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1452","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:20 PM",,,"","",,,,"512","","","CHELSEA_CHURCH","","8/27/2020 7:23:20 PM","8/27/2020 7:23:20 PM","CN=CHELSEA_CHURCH,OU=ServiceAccounts,OU=TST,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/TST/ServiceAccounts/CHELSEA_CHURCH"
"JAIME_FERGUSON","JAIME_FERGUSON","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3724","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:28:03 PM",,,"","",,,,"512","","","JAIME_FERGUSON","","8/27/2020 7:28:03 PM","8/27/2020 7:28:03 PM","CN=JAIME_FERGUSON,OU=OGC,OU=People,DC=LAB,DC=local","LAB.local/People/OGC/JAIME_FERGUSON"
"BENJAMIN_SMALL","BENJAMIN_SMALL","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1732","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:53 PM",,,"","",,,,"512","","","BENJAMIN_SMALL","","8/27/2020 7:23:53 PM","8/27/2020 7:23:53 PM","CN=BENJAMIN_SMALL,OU=Test,OU=HRE,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/HRE/Test/BENJAMIN_SMALL"
"ALBERT_DUDLEY","ALBERT_DUDLEY","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2864","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:25 PM",,,"","",,,,"512","","","ALBERT_DUDLEY","","8/27/2020 7:26:25 PM","8/27/2020 7:26:25 PM","CN=ALBERT_DUDLEY,OU=ServiceAccounts,OU=HRE,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/HRE/ServiceAccounts/ALBERT_DUDLEY"
"ROGER_FERNANDEZ","ROGER_FERNANDEZ","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2017","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:24:44 PM",,,"","",,,,"512","","","ROGER_FERNANDEZ","","8/27/2020 7:24:44 PM","8/27/2020 7:24:44 PM","CN=ROGER_FERNANDEZ,OU=Devices,OU=BDE,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/BDE/Devices/ROGER_FERNANDEZ"
"PRESTON_SANTIAGO","PRESTON_SANTIAGO","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1169","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:22:48 PM",,,"","",,,,"512","","","PRESTON_SANTIAGO","","8/27/2020 7:22:48 PM","8/27/2020 7:22:48 PM","CN=PRESTON_SANTIAGO,OU=Devices,OU=ITS,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/ITS/Devices/PRESTON_SANTIAGO"
"1613164432SA","1613164432SA","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3433","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:27:30 PM",,,"","",,,,"512","","","1613164432SA","","8/27/2020 7:27:30 PM","8/27/2020 7:27:30 PM","CN=1613164432SA,OU=Test,OU=GOO,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/GOO/Test/1613164432SA"
"KIRSTEN_FLOYD","KIRSTEN_FLOYD","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3157","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:58 PM",,,"","",,,,"512","","","KIRSTEN_FLOYD","","8/27/2020 7:26:58 PM","8/27/2020 7:26:58 PM","CN=KIRSTEN_FLOYD,OU=ServiceAccounts,OU=ESM,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/ESM/ServiceAccounts/KIRSTEN_FLOYD"
"TOMAS_SPENCE","TOMAS_SPENCE","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2587","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:54 PM",,,"","",,,,"512","","","TOMAS_SPENCE","","8/27/2020 7:25:54 PM","8/27/2020 7:25:54 PM","CN=TOMAS_SPENCE,OU=ServiceAccounts,OU=GOO,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/GOO/ServiceAccounts/TOMAS_SPENCE"
"MARTHA_AVERY","MARTHA_AVERY","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1453","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:20 PM",,,"","",,,,"512","","","MARTHA_AVERY","","8/27/2020 7:23:20 PM","8/27/2020 7:23:20 PM","CN=MARTHA_AVERY,OU=ServiceAccounts,OU=GOO,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/GOO/ServiceAccounts/MARTHA_AVERY"
"FANNIE_SELLERS","FANNIE_SELLERS","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3725","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:28:03 PM",,,"","",,,,"512","","","FANNIE_SELLERS","","8/27/2020 7:28:03 PM","8/27/2020 7:28:03 PM","CN=FANNIE_SELLERS,OU=AWS,OU=People,DC=LAB,DC=local","LAB.local/People/AWS/FANNIE_SELLERS"
"JUSTINE_FORD","JUSTINE_FORD","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1733","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:54 PM",,,"","",,,,"512","","","JUSTINE_FORD","","8/27/2020 7:23:54 PM","8/27/2020 7:23:54 PM","CN=JUSTINE_FORD,OU=ServiceAccounts,OU=ITS,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/ITS/ServiceAccounts/JUSTINE_FORD"
"GUADALUPE_WALLS","GUADALUPE_WALLS","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2288","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:20 PM",,,"","",,,,"512","","","GUADALUPE_WALLS","","8/27/2020 7:25:20 PM","8/27/2020 7:25:20 PM","CN=GUADALUPE_WALLS,OU=Test,OU=OGC,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/OGC/Test/GUADALUPE_WALLS"
"EDGARDO_SHAW","EDGARDO_SHAW","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2865","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:26 PM",,,"","",,,,"512","","","EDGARDO_SHAW","","8/27/2020 7:26:26 PM","8/27/2020 7:26:26 PM","CN=EDGARDO_SHAW,OU=Test,OU=SEC,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/SEC/Test/EDGARDO_SHAW"
"BURL_MCLAUGHLIN","BURL_MCLAUGHLIN","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1170","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:22:48 PM",,,"","",,,,"512","","","BURL_MCLAUGHLIN","","8/27/2020 7:22:48 PM","8/27/2020 7:22:48 PM","CN=BURL_MCLAUGHLIN,OU=Devices,OU=BDE,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/BDE/Devices/BURL_MCLAUGHLIN"
"7142597486SA","7142597486SA","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2018","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:24:44 PM",,,"","",,,,"512","","","7142597486SA","","8/27/2020 7:24:44 PM","8/27/2020 7:24:44 PM","CN=7142597486SA,OU=T2-Devices,OU=Tier 2,OU=Admin,DC=LAB,DC=local","LAB.local/Admin/Tier 2/T2-Devices/7142597486SA"
"LYLE_WHITNEY","LYLE_WHITNEY","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3434","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:27:30 PM",,,"","",,,,"512","","","LYLE_WHITNEY","","8/27/2020 7:27:30 PM","8/27/2020 7:27:30 PM","CN=LYLE_WHITNEY,OU=HRE,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/HRE/LYLE_WHITNEY"
"GABRIELLE_HAYES","GABRIELLE_HAYES","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3158","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:58 PM",,,"","",,,,"512","","","GABRIELLE_HAYES","","8/27/2020 7:26:58 PM","8/27/2020 7:26:58 PM","CN=GABRIELLE_HAYES,OU=T1-Devices,OU=Tier 1,OU=Admin,DC=LAB,DC=local","LAB.local/Admin/Tier 1/T1-Devices/GABRIELLE_HAYES"
"AMY_SUAREZ","AMY_SUAREZ","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2588","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:54 PM",,,"","",,,,"512","","","AMY_SUAREZ","","8/27/2020 7:25:54 PM","8/27/2020 7:25:54 PM","CN=AMY_SUAREZ,OU=FSR,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/FSR/AMY_SUAREZ"
"IGNACIO_MCINTOSH","IGNACIO_MCINTOSH","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1454","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:20 PM",,,"","",,,,"512","","","IGNACIO_MCINTOSH","","8/27/2020 7:23:20 PM","8/27/2020 7:23:20 PM","CN=IGNACIO_MCINTOSH,OU=Test,OU=FIN,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/FIN/Test/IGNACIO_MCINTOSH"
"DELMER_DONALDSON","DELMER_DONALDSON","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3726","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:28:03 PM",,,"","",,,,"512","","","DELMER_DONALDSON","","8/27/2020 7:28:03 PM","8/27/2020 7:28:03 PM","CN=DELMER_DONALDSON,OU=Groups,OU=BDE,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/BDE/Groups/DELMER_DONALDSON"
"MERLE_STEPHENSON","MERLE_STEPHENSON","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1171","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:22:48 PM",,,"","",,,,"512","","","MERLE_STEPHENSON","","8/27/2020 7:22:48 PM","8/27/2020 7:22:48 PM","CN=MERLE_STEPHENSON,OU=Unassociated,OU=People,DC=LAB,DC=local","LAB.local/People/Unassociated/MERLE_STEPHENSON"
"KARI_MITCHELL","KARI_MITCHELL","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1734","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:54 PM",,,"","",,,,"512","","","KARI_MITCHELL","","8/27/2020 7:23:54 PM","8/27/2020 7:23:54 PM","CN=KARI_MITCHELL,OU=BDE,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/BDE/KARI_MITCHELL"
"TANISHA_BYRD","TANISHA_BYRD","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2866","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:26 PM",,,"","",,,,"512","","","TANISHA_BYRD","","8/27/2020 7:26:26 PM","8/27/2020 7:26:26 PM","CN=TANISHA_BYRD,OU=Test,OU=FSR,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/FSR/Test/TANISHA_BYRD"
"VIRGIE_SLOAN","VIRGIE_SLOAN","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2019","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:24:44 PM",,,"","",,,,"512","","","VIRGIE_SLOAN","","8/27/2020 7:24:44 PM","8/27/2020 7:24:44 PM","CN=VIRGIE_SLOAN,OU=Devices,OU=SEC,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/SEC/Devices/VIRGIE_SLOAN"
"3535692642SA","3535692642SA","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3435","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:27:30 PM",,,"","",,,,"512","","","3535692642SA","","8/27/2020 7:27:30 PM","8/27/2020 7:27:30 PM","CN=3535692642SA,OU=Test,OU=GOO,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/GOO/Test/3535692642SA"
"TYLER_DAVID","TYLER_DAVID","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1455","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:20 PM",,,"","",,,,"512","","","TYLER_DAVID","","8/27/2020 7:23:20 PM","8/27/2020 7:23:20 PM","CN=TYLER_DAVID,OU=Groups,OU=ITS,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/ITS/Groups/TYLER_DAVID"
"MYRNA_HOLLOWAY","MYRNA_HOLLOWAY","True","1","False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3159","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:58 PM",,,"","",,,,"512","","","MYRNA_HOLLOWAY","","8/27/2020 7:26:58 PM","8/27/2020 8:08:08 PM","CN=MYRNA_HOLLOWAY,OU=ServiceAccounts,OU=OGC,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/OGC/ServiceAccounts/MYRNA_HOLLOWAY"
"SYLVESTER_HART","SYLVESTER_HART","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2589","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:54 PM",,,"","",,,,"512","","","SYLVESTER_HART","","8/27/2020 7:25:54 PM","8/27/2020 7:25:54 PM","CN=SYLVESTER_HART,OU=FSR,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/FSR/SYLVESTER_HART"
"PAMELA_WISE","PAMELA_WISE","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3727","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:28:03 PM",,,"","",,,,"512","","","PAMELA_WISE","","8/27/2020 7:28:03 PM","8/27/2020 7:28:03 PM","CN=PAMELA_WISE,OU=Test,OU=ESM,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/ESM/Test/PAMELA_WISE"
"NIGEL_PRUITT","NIGEL_PRUITT","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1735","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:54 PM",,,"","",,,,"512","","","NIGEL_PRUITT","","8/27/2020 7:23:54 PM","8/27/2020 7:23:54 PM","CN=NIGEL_PRUITT,OU=Staging,OU=Admin,DC=LAB,DC=local","LAB.local/Admin/Staging/NIGEL_PRUITT"
"JONAS_LAMBERT","JONAS_LAMBERT","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2867","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:26 PM",,,"","",,,,"512","","","JONAS_LAMBERT","","8/27/2020 7:26:26 PM","8/27/2020 7:26:26 PM","CN=JONAS_LAMBERT,OU=Test,OU=SEC,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/SEC/Test/JONAS_LAMBERT"
"LORENA_GILLESPIE","LORENA_GILLESPIE","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2020","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:24:44 PM",,,"","",,,,"512","","","LORENA_GILLESPIE","","8/27/2020 7:24:44 PM","8/27/2020 7:24:44 PM","CN=LORENA_GILLESPIE,OU=T0-Accounts,OU=Tier 0,OU=Admin,DC=LAB,DC=local","LAB.local/Admin/Tier 0/T0-Accounts/LORENA_GILLESPIE"
"TASHA_BATES","TASHA_BATES","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3436","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:27:30 PM",,,"","",,,,"512","","","TASHA_BATES","","8/27/2020 7:27:30 PM","8/27/2020 7:27:30 PM","CN=TASHA_BATES,OU=Groups,OU=SEC,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/SEC/Groups/TASHA_BATES"
"REFUGIO_DELEON","REFUGIO_DELEON","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2289","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:20 PM",,,"","",,,,"512","","","REFUGIO_DELEON","","8/27/2020 7:25:20 PM","8/27/2020 7:25:20 PM","CN=REFUGIO_DELEON,OU=GOO,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/GOO/REFUGIO_DELEON"
"1035384626SA","1035384626SA","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1172","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:22:48 PM",,,"","",,,,"512","","","1035384626SA","","8/27/2020 7:22:48 PM","8/27/2020 7:22:48 PM","CN=1035384626SA,OU=Test,OU=BDE,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/BDE/Test/1035384626SA"
"SAMUEL_MOSLEY","SAMUEL_MOSLEY","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3160","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:58 PM",,,"","",,,,"512","","","SAMUEL_MOSLEY","","8/27/2020 7:26:58 PM","8/27/2020 7:26:58 PM","CN=SAMUEL_MOSLEY,OU=Devices,OU=GOO,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/GOO/Devices/SAMUEL_MOSLEY"
"NOELLE_BULLOCK","NOELLE_BULLOCK","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3728","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:28:03 PM",,,"","",,,,"512","","","NOELLE_BULLOCK","","8/27/2020 7:28:03 PM","8/27/2020 7:28:03 PM","CN=NOELLE_BULLOCK,OU=HRE,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/HRE/NOELLE_BULLOCK"
"6394043634SA","6394043634SA","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1736","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:54 PM",,,"","",,,,"512","","","6394043634SA","","8/27/2020 7:23:54 PM","8/27/2020 7:23:54 PM","CN=6394043634SA,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/OGC/Test/6394043634SA"
"SHAUN_CASE","SHAUN_CASE","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1456","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:20 PM",,,"","",,,,"512","","","SHAUN_CASE","","8/27/2020 7:23:20 PM","8/27/2020 7:23:20 PM","CN=SHAUN_CASE,OU=HRE,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/HRE/SHAUN_CASE"
"LINDSEY_BAKER","LINDSEY_BAKER","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2021","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:24:44 PM",,,"","",,,,"512","","","LINDSEY_BAKER","","8/27/2020 7:24:44 PM","8/27/2020 7:24:45 PM","CN=LINDSEY_BAKER,OU=ServiceAccounts,OU=ESM,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/ESM/ServiceAccounts/LINDSEY_BAKER"
"NATASHA_MOON","NATASHA_MOON","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2868","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:26 PM",,,"","",,,,"512","","","NATASHA_MOON","","8/27/2020 7:26:26 PM","8/27/2020 7:26:26 PM","CN=NATASHA_MOON,OU=Devices,OU=GOO,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/GOO/Devices/NATASHA_MOON"
"HAZEL_SYKES","HAZEL_SYKES","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1173","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:22:48 PM",,,"","",,,,"512","","","HAZEL_SYKES","","8/27/2020 7:22:48 PM","8/27/2020 7:22:48 PM","CN=HAZEL_SYKES,OU=AWS,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/AWS/HAZEL_SYKES"
"DENA_MULLEN","DENA_MULLEN","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3437","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:27:30 PM",,,"","",,,,"512","","","DENA_MULLEN","","8/27/2020 7:27:30 PM","8/27/2020 7:27:30 PM","CN=DENA_MULLEN,OU=ServiceAccounts,OU=OGC,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/OGC/ServiceAccounts/DENA_MULLEN"
"BERNIE_TAYLOR","BERNIE_TAYLOR","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3161","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:58 PM",,,"","",,,,"512","","","BERNIE_TAYLOR","","8/27/2020 7:26:58 PM","8/27/2020 7:26:58 PM","CN=BERNIE_TAYLOR,OU=Test,OU=SEC,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/SEC/Test/BERNIE_TAYLOR"
"DANIELLE_WALL","DANIELLE_WALL","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3729","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:28:03 PM",,,"","",,,,"512","","","DANIELLE_WALL","","8/27/2020 7:28:03 PM","8/27/2020 7:28:03 PM","CN=DANIELLE_WALL,OU=Test,OU=ITS,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/ITS/Test/DANIELLE_WALL"
