"Group Name","Member UserName","Member Name","AccountType","Member AdminCount"
"Domain Users","TWILA_GARRISON","TWILA_GARRISON","user",""
"ID-josailorv-distlist","TWILA_GARRISON","TWILA_GARRISON","user",""
"JO-bla-distlist","TWILA_GARRISON","TWILA_GARRISON","user",""
"KI-1.20883E1-distlist","TWILA_GARRISON","TWILA_GARRISON","user",""
"Domain Users","SANDRA_ROBERTSON","SANDRA_ROBERTSON","user",""
"BA-sum-admingroup","SANDRA_ROBERTSON","SANDRA_ROBERTSON","user",""
"LE-azu-distlist","SANDRA_ROBERTSON","SANDRA_ROBERTSON","user",""
"MI-bef-distlist","SANDRA_ROBERTSON","SANDRA_ROBERTSON","user",""
"JO-com-distlist","SANDRA_ROBERTSON","SANDRA_ROBERTSON","user",""
"Domain Users","3405811396SA","3405811396SA","user",""
"MA-bre-distlist","3405811396SA","3405811396SA","user",""
"CO-rimercito-admingroup","3405811396SA","3405811396SA","user",""
"KA-neg-admingroup","3405811396SA","3405811396SA","user",""
"SY-156580552-admingroup","3405811396SA","3405811396SA","user",""
"WI-pforzheim-admingroup","3405811396SA","3405811396SA","user",""
"SA-670587865-distlist","3405811396SA","3405811396SA","user",""
"23-cuxacpart-distlist","3405811396SA","3405811396SA","user",""
"SH-mictlante-distlist","3405811396SA","3405811396SA","user",""
"DO-265-distlist","3405811396SA","3405811396SA","user",""
"VA-aguilucho-distlist","3405811396SA","3405811396SA","user",""
"Domain Users","JOSH_MADDEN","JOSH_MADDEN","user",""
"NO-ixchel_94-distlist","JOSH_MADDEN","JOSH_MADDEN","user",""
"AL-chi-distlist","JOSH_MADDEN","JOSH_MADDEN","user",""
"IS-ca4000753-distlist","JOSH_MADDEN","JOSH_MADDEN","user",""
"SH-bla-admingroup","JOSH_MADDEN","JOSH_MADDEN","user",""
"CY-sur-distlist","JOSH_MADDEN","JOSH_MADDEN","user",""
"GE-bwo-distlist","JOSH_MADDEN","JOSH_MADDEN","user",""
"PH-fifomipit-admingroup","JOSH_MADDEN","JOSH_MADDEN","user",""
"Domain Users","DARIN_CRANE","DARIN_CRANE","user",""
"FE-amigosfox-distlist","DARIN_CRANE","DARIN_CRANE","user",""
"KA-neg-admingroup","DARIN_CRANE","DARIN_CRANE","user",""
"JU-841-distlist","DARIN_CRANE","DARIN_CRANE","user",""
"SH-mictlante-distlist","DARIN_CRANE","DARIN_CRANE","user",""
"WE-poderosit-distlist","DARIN_CRANE","DARIN_CRANE","user",""
"Domain Users","JEANETTE_BISHOP","JEANETTE_BISHOP","user",""
"Domain Users","MALLORY_ESTES","MALLORY_ESTES","user",""
"Domain Users","BLAKE_ROACH","BLAKE_ROACH","user",""
"SH-bla-admingroup","BLAKE_ROACH","BLAKE_ROACH","user",""
"WseAlertAdministrators","BLAKE_ROACH","BLAKE_ROACH","user",""
"Domain Users","MARGRET_LAWSON","MARGRET_LAWSON","user",""
"FE-amigosfox-distlist","MARGRET_LAWSON","MARGRET_LAWSON","user",""
"DO-KIL-distlist","MARGRET_LAWSON","MARGRET_LAWSON","user",""
"DA-ana-distlist","MARGRET_LAWSON","MARGRET_LAWSON","user",""
"JE-pal-distlist","MARGRET_LAWSON","MARGRET_LAWSON","user",""
"Domain Users","JESSICA_ROSS","JESSICA_ROSS","user",""
"LE-gas-distlist","JESSICA_ROSS","JESSICA_ROSS","user",""
"31-boeing747-distlist","JESSICA_ROSS","JESSICA_ROSS","user",""
"Domain Users","ROCHELLE_SPENCE","ROCHELLE_SPENCE","user",""
"FE-amigosfox-distlist","ROCHELLE_SPENCE","ROCHELLE_SPENCE","user",""
"LA-shop_y_tu-distlist","ROCHELLE_SPENCE","ROCHELLE_SPENCE","user",""
"AH-160-distlist","ROCHELLE_SPENCE","ROCHELLE_SPENCE","user",""
"GU-spa-distlist","ROCHELLE_SPENCE","ROCHELLE_SPENCE","user",""
"IR-PRINCESA0-admingroup","ROCHELLE_SPENCE","ROCHELLE_SPENCE","user",""
"BE-180-distlist","ROCHELLE_SPENCE","ROCHELLE_SPENCE","user",""
"AP-152898251-distlist","ROCHELLE_SPENCE","ROCHELLE_SPENCE","user",""
"DO-cov-distlist","ROCHELLE_SPENCE","ROCHELLE_SPENCE","user",""
"AN-moisesalo-distlist","ROCHELLE_SPENCE","ROCHELLE_SPENCE","user",""
"Domain Users","LANCE_BLANKENSHIP","LANCE_BLANKENSHIP","user",""
"TE-pendejo77-distlist","LANCE_BLANKENSHIP","LANCE_BLANKENSHIP","user",""
"JU-841-distlist","LANCE_BLANKENSHIP","LANCE_BLANKENSHIP","user",""
"LE-azu-distlist","LANCE_BLANKENSHIP","LANCE_BLANKENSHIP","user",""
"Domain Users","FRITZ_RIVERS","FRITZ_RIVERS","user",""
"Domain Users","ARLENE_HAMMOND","ARLENE_HAMMOND","user",""
"JA-tom-distlist","ARLENE_HAMMOND","ARLENE_HAMMOND","user",""
"NO-ixchel_94-distlist","ARLENE_HAMMOND","ARLENE_HAMMOND","user",""
"BA-carolina6-distlist","ARLENE_HAMMOND","ARLENE_HAMMOND","user",""
"SH-mictlante-distlist","ARLENE_HAMMOND","ARLENE_HAMMOND","user",""
"CO-130-distlist","ARLENE_HAMMOND","ARLENE_HAMMOND","user",""
"65-ama-distlist","ARLENE_HAMMOND","ARLENE_HAMMOND","user",""
"VA-aguilucho-distlist","ARLENE_HAMMOND","ARLENE_HAMMOND","user",""
"WseAllowComputerAccess","ARLENE_HAMMOND","ARLENE_HAMMOND","user",""
"Domain Users","KIM_WILKINSON","KIM_WILKINSON","user",""
"MI-ber-distlist","KIM_WILKINSON","KIM_WILKINSON","user",""
"EL-234-admingroup","KIM_WILKINSON","KIM_WILKINSON","user",""
"14-bilbao227-distlist","KIM_WILKINSON","KIM_WILKINSON","user",""
"RO-priscilla-distlist","KIM_WILKINSON","KIM_WILKINSON","user",""
"PE-229-admingroup","KIM_WILKINSON","KIM_WILKINSON","user",""
"31-boeing747-distlist","KIM_WILKINSON","KIM_WILKINSON","user",""
"Domain Users","STEPHANIE_ROMERO","STEPHANIE_ROMERO","user",""
"13-mta-distlist","STEPHANIE_ROMERO","STEPHANIE_ROMERO","user",""
"SH-bla-admingroup","STEPHANIE_ROMERO","STEPHANIE_ROMERO","user",""
"LY-rud-distlist","STEPHANIE_ROMERO","STEPHANIE_ROMERO","user",""
"BR-iva-distlist","STEPHANIE_ROMERO","STEPHANIE_ROMERO","user",""
"WseAllowComputerAccess","STEPHANIE_ROMERO","STEPHANIE_ROMERO","user",""
"Domain Users","KIRSTEN_REESE","KIRSTEN_REESE","user",""
"CA-pol-distlist","KIRSTEN_REESE","KIRSTEN_REESE","user",""
"TR-lacodorni-distlist","KIRSTEN_REESE","KIRSTEN_REESE","user",""
"JE-46454328d-distlist","KIRSTEN_REESE","KIRSTEN_REESE","user",""
"IR-PRINCESA0-admingroup","KIRSTEN_REESE","KIRSTEN_REESE","user",""
"CL-inf-distlist","KIRSTEN_REESE","KIRSTEN_REESE","user",""
"VI-951-distlist","KIRSTEN_REESE","KIRSTEN_REESE","user",""
"RO-cam-admingroup","KIRSTEN_REESE","KIRSTEN_REESE","user",""
"Domain Users","SAMANTHA_KERR","SAMANTHA_KERR","user",""
"CO-ome-distlist","SAMANTHA_KERR","SAMANTHA_KERR","user",""
"LY-rud-distlist","SAMANTHA_KERR","SAMANTHA_KERR","user",""
"MI-242-distlist","SAMANTHA_KERR","SAMANTHA_KERR","user",""
"PH-fifomipit-admingroup","SAMANTHA_KERR","SAMANTHA_KERR","user",""
"Domain Users","REED_VALENZUELA","REED_VALENZUELA","user",""
"IS-ikbasbou2-distlist","REED_VALENZUELA","REED_VALENZUELA","user",""
"JA-918670241-distlist","REED_VALENZUELA","REED_VALENZUELA","user",""
"AL-cat-distlist","REED_VALENZUELA","REED_VALENZUELA","user",""
"TR-lacodorni-distlist","REED_VALENZUELA","REED_VALENZUELA","user",""
"CL-inf-distlist","REED_VALENZUELA","REED_VALENZUELA","user",""
"VI-951-distlist","REED_VALENZUELA","REED_VALENZUELA","user",""
"DA-ana-distlist","REED_VALENZUELA","REED_VALENZUELA","user",""
"LE-chi-distlist","REED_VALENZUELA","REED_VALENZUELA","user",""
"WseAlertAdministrators","REED_VALENZUELA","REED_VALENZUELA","user",""
"Domain Users","AMADO_GATES","AMADO_GATES","user",""
"Domain Users","EMMETT_MCDONALD","EMMETT_MCDONALD","user",""
"BL-161-admingroup","EMMETT_MCDONALD","EMMETT_MCDONALD","user",""
"IR-zay-distlist","EMMETT_MCDONALD","EMMETT_MCDONALD","user",""
"RO-bere1102a-distlist","EMMETT_MCDONALD","EMMETT_MCDONALD","user",""
"NO-miq-distlist","EMMETT_MCDONALD","EMMETT_MCDONALD","user",""
"DI-men-distlist","EMMETT_MCDONALD","EMMETT_MCDONALD","user",""
"BR-551530301-admingroup","EMMETT_MCDONALD","EMMETT_MCDONALD","user",""
"CH-miesencia-distlist","EMMETT_MCDONALD","EMMETT_MCDONALD","user",""
"JO-ayse12345-distlist","EMMETT_MCDONALD","EMMETT_MCDONALD","user",""
"RO-cam-admingroup","EMMETT_MCDONALD","EMMETT_MCDONALD","user",""
"WE-poderosit-distlist","EMMETT_MCDONALD","EMMETT_MCDONALD","user",""
"Domain Users","ANNIE_RICHARD","ANNIE_RICHARD","user",""
"LO-mar-distlist","ANNIE_RICHARD","ANNIE_RICHARD","user",""
"NO-ixchel_94-distlist","ANNIE_RICHARD","ANNIE_RICHARD","user",""
"MA-cabecital-distlist","ANNIE_RICHARD","ANNIE_RICHARD","user",""
"CO-querayada-distlist","ANNIE_RICHARD","ANNIE_RICHARD","user",""
"TR-lacodorni-distlist","ANNIE_RICHARD","ANNIE_RICHARD","user",""
"CL-est-distlist","ANNIE_RICHARD","ANNIE_RICHARD","user",""
"Domain Users","VALARIE_WASHINGTON","VALARIE_WASHINGTON","user",""
"Domain Users","JACKIE_ATKINSON","JACKIE_ATKINSON","user",""
"BL-161-admingroup","JACKIE_ATKINSON","JACKIE_ATKINSON","user",""
"WI-pforzheim-admingroup","JACKIE_ATKINSON","JACKIE_ATKINSON","user",""
"SA-urigoiena-distlist","JACKIE_ATKINSON","JACKIE_ATKINSON","user",""
"AI-melamamas-distlist","JACKIE_ATKINSON","JACKIE_ATKINSON","user",""
"GW-tivogliob-admingroup","JACKIE_ATKINSON","JACKIE_ATKINSON","user",""
"LE-gas-distlist","JACKIE_ATKINSON","JACKIE_ATKINSON","user",""
"41-mam-admingroup","JACKIE_ATKINSON","JACKIE_ATKINSON","user",""
"KI-1.20883E1-distlist","JACKIE_ATKINSON","JACKIE_ATKINSON","user",""
"WseRemoteWebAccessUsers","JACKIE_ATKINSON","JACKIE_ATKINSON","user",""
"Domain Users","7073118898SA","7073118898SA","user",""
"MI-ber-distlist","7073118898SA","7073118898SA","user",""
"GE-zal-distlist","7073118898SA","7073118898SA","user",""
"TA-marioboli-distlist","7073118898SA","7073118898SA","user",""
"HA-ger-distlist","7073118898SA","7073118898SA","user",""
"MA-das-distlist","7073118898SA","7073118898SA","user",""
"41-mam-admingroup","7073118898SA","7073118898SA","user",""
"WseAllowShareAccess","7073118898SA","7073118898SA","user",""
"Domain Users","ETHEL_AYERS","ETHEL_AYERS","user",""
"SY-156580552-admingroup","ETHEL_AYERS","ETHEL_AYERS","user",""
"CY-ashlimams-distlist","ETHEL_AYERS","ETHEL_AYERS","user",""
"LI-280-admingroup","ETHEL_AYERS","ETHEL_AYERS","user",""
"VA-ale-distlist","ETHEL_AYERS","ETHEL_AYERS","user",""
"PE-229-admingroup","ETHEL_AYERS","ETHEL_AYERS","user",""
"LY-adiact289-distlist","ETHEL_AYERS","ETHEL_AYERS","user",""
"CL-est-distlist","ETHEL_AYERS","ETHEL_AYERS","user",""
"WseInvisibleToDashboard","ETHEL_AYERS","ETHEL_AYERS","user",""
"WseAllowAddInAccess","ETHEL_AYERS","ETHEL_AYERS","user",""
"WseAllowComputerAccess","ETHEL_AYERS","ETHEL_AYERS","user",""
"Domain Users","9763615830SA","9763615830SA","user",""
"SY-156580552-admingroup","9763615830SA","9763615830SA","user",""
"14-bilbao227-distlist","9763615830SA","9763615830SA","user",""
"GL-523-admingroup","9763615830SA","9763615830SA","user",""
"DE-gia-distlist","9763615830SA","9763615830SA","user",""
"LE-mer-admingroup","9763615830SA","9763615830SA","user",""
"JA-sup-distlist","9763615830SA","9763615830SA","user",""
"LY-rud-distlist","9763615830SA","9763615830SA","user",""
"GW-tivogliob-admingroup","9763615830SA","9763615830SA","user",""
"CH-miesencia-distlist","9763615830SA","9763615830SA","user",""
"MI-242-distlist","9763615830SA","9763615830SA","user",""
"DI-a12-distlist","9763615830SA","9763615830SA","user",""
"Domain Users","5970192554SA","5970192554SA","user",""
"Domain Users","BRYAN_HULL","BRYAN_HULL","user",""
"EL-234-admingroup","BRYAN_HULL","BRYAN_HULL","user",""
"JA-031284cha-distlist","BRYAN_HULL","BRYAN_HULL","user",""
"FE-amigosfox-distlist","BRYAN_HULL","BRYAN_HULL","user",""
"AL-cat-distlist","BRYAN_HULL","BRYAN_HULL","user",""
"IR-PRINCESA0-admingroup","BRYAN_HULL","BRYAN_HULL","user",""
"LE-azu-distlist","BRYAN_HULL","BRYAN_HULL","user",""
"DA-ana-distlist","BRYAN_HULL","BRYAN_HULL","user",""
"CA-592-distlist","BRYAN_HULL","BRYAN_HULL","user",""
"LY-rud-distlist","BRYAN_HULL","BRYAN_HULL","user",""
"65-ama-distlist","BRYAN_HULL","BRYAN_HULL","user",""
"Domain Users","ROSEMARY_CALHOUN","ROSEMARY_CALHOUN","user",""
"Domain Users","LAKISHA_LIVINGSTON","LAKISHA_LIVINGSTON","user",""
"SY-156580552-admingroup","LAKISHA_LIVINGSTON","LAKISHA_LIVINGSTON","user",""
"SA-urigoiena-distlist","LAKISHA_LIVINGSTON","LAKISHA_LIVINGSTON","user",""
"BA-carolina6-distlist","LAKISHA_LIVINGSTON","LAKISHA_LIVINGSTON","user",""
"Domain Users","ERNESTO_VARGAS","ERNESTO_VARGAS","user",""
"SH-mictlante-distlist","ERNESTO_VARGAS","ERNESTO_VARGAS","user",""
"AN-moisesalo-distlist","ERNESTO_VARGAS","ERNESTO_VARGAS","user",""
"WseAllowComputerAccess","ERNESTO_VARGAS","ERNESTO_VARGAS","user",""
"Domain Users","FRED_MCKENZIE","FRED_MCKENZIE","user",""
"Domain Users","STEPHAN_RILEY","STEPHAN_RILEY","user",""
"WA-barryrayw-distlist","STEPHAN_RILEY","STEPHAN_RILEY","user",""
"LE-cas-distlist","STEPHAN_RILEY","STEPHAN_RILEY","user",""
"DE-222-distlist","STEPHAN_RILEY","STEPHAN_RILEY","user",""
"14-bilbao227-distlist","STEPHAN_RILEY","STEPHAN_RILEY","user",""
"PA-gerardway-admingroup","STEPHAN_RILEY","STEPHAN_RILEY","user",""
"DO-KIL-distlist","STEPHAN_RILEY","STEPHAN_RILEY","user",""
"AN-diarrea78-distlist","STEPHAN_RILEY","STEPHAN_RILEY","user",""
"LU-blylrtkm1-distlist","STEPHAN_RILEY","STEPHAN_RILEY","user",""
"AL-amorincon-admingroup","STEPHAN_RILEY","STEPHAN_RILEY","user",""
"NO-fariddu49-distlist","STEPHAN_RILEY","STEPHAN_RILEY","user",""
"WseRemoteAccessUsers","STEPHAN_RILEY","STEPHAN_RILEY","user",""
"Domain Users","JONAH_MCCONNELL","JONAH_MCCONNELL","user",""
"13-mta-distlist","JONAH_MCCONNELL","JONAH_MCCONNELL","user",""
"ER-layrentea-distlist","JONAH_MCCONNELL","JONAH_MCCONNELL","user",""
"AR-evilempir-distlist","JONAH_MCCONNELL","JONAH_MCCONNELL","user",""
"LA-shop_y_tu-distlist","JONAH_MCCONNELL","JONAH_MCCONNELL","user",""
"TO-160-distlist","JONAH_MCCONNELL","JONAH_MCCONNELL","user",""
"JO-bla-distlist","JONAH_MCCONNELL","JONAH_MCCONNELL","user",""
"65-ama-distlist","JONAH_MCCONNELL","JONAH_MCCONNELL","user",""
"41-mam-admingroup","JONAH_MCCONNELL","JONAH_MCCONNELL","user",""
"WseAllowShareAccess","JONAH_MCCONNELL","JONAH_MCCONNELL","user",""
"DnsUpdateProxy","JONAH_MCCONNELL","JONAH_MCCONNELL","user",""
"Domain Users","CANDACE_CURRY","CANDACE_CURRY","user",""
"HA-ger-distlist","CANDACE_CURRY","CANDACE_CURRY","user",""
"JE-qooplsant-distlist","CANDACE_CURRY","CANDACE_CURRY","user",""
"KR-flo-distlist","CANDACE_CURRY","CANDACE_CURRY","user",""
"AI-melamamas-distlist","CANDACE_CURRY","CANDACE_CURRY","user",""
"81-ixchel_94-admingroup","CANDACE_CURRY","CANDACE_CURRY","user",""
"21-gua-admingroup","CANDACE_CURRY","CANDACE_CURRY","user",""
"Domain Users","GUS_JACKSON","GUS_JACKSON","user",""
"HA-ger-distlist","GUS_JACKSON","GUS_JACKSON","user",""
"JO-ayse12345-distlist","GUS_JACKSON","GUS_JACKSON","user",""
"Domain Users","LAKISHA_MOONEY","LAKISHA_MOONEY","user",""
"13-mta-distlist","LAKISHA_MOONEY","LAKISHA_MOONEY","user",""
"TA-marioboli-distlist","LAKISHA_MOONEY","LAKISHA_MOONEY","user",""
"MA-100-distlist","LAKISHA_MOONEY","LAKISHA_MOONEY","user",""
"21-dulcesito-admingroup","LAKISHA_MOONEY","LAKISHA_MOONEY","user",""
"DE-222-distlist","LAKISHA_MOONEY","LAKISHA_MOONEY","user",""
"SA-670587865-distlist","LAKISHA_MOONEY","LAKISHA_MOONEY","user",""
"LU-helpless2-distlist","LAKISHA_MOONEY","LAKISHA_MOONEY","user",""
"DO-...-admingroup","LAKISHA_MOONEY","LAKISHA_MOONEY","user",""
"Domain Users","MARCIE_MCKEE","MARCIE_MCKEE","user",""
"Domain Users","ROWENA_LOWE","ROWENA_LOWE","user",""
"Domain Users","MARTY_HUBER","MARTY_HUBER","user",""
"JA-918670241-distlist","MARTY_HUBER","MARTY_HUBER","user",""
"AI-melamamas-distlist","MARTY_HUBER","MARTY_HUBER","user",""
"LE-gas-distlist","MARTY_HUBER","MARTY_HUBER","user",""
"MA-270-admingroup","MARTY_HUBER","MARTY_HUBER","user",""
"18-gus-distlist","MARTY_HUBER","MARTY_HUBER","user",""
"WseInvisibleToDashboard","MARTY_HUBER","MARTY_HUBER","user",""
"Domain Users","6823116461SA","6823116461SA","user",""
"Domain Users","TAD_MONTOYA","TAD_MONTOYA","user",""
"Domain Users","CORINNE_SIMPSON","CORINNE_SIMPSON","user",""
"TA-marioboli-distlist","CORINNE_SIMPSON","CORINNE_SIMPSON","user",""
"DO-KIL-distlist","CORINNE_SIMPSON","CORINNE_SIMPSON","user",""
"JO-com-distlist","CORINNE_SIMPSON","CORINNE_SIMPSON","user",""
"Domain Users","CONCETTA_ROBBINS","CONCETTA_ROBBINS","user",""
"Domain Users","EVELYN_BARRY","EVELYN_BARRY","user",""
"Domain Users","SHARON_GRIFFITH","SHARON_GRIFFITH","user",""
"WA-barryrayw-distlist","SHARON_GRIFFITH","SHARON_GRIFFITH","user",""
"GE-zal-distlist","SHARON_GRIFFITH","SHARON_GRIFFITH","user",""
"TE-pendejo77-distlist","SHARON_GRIFFITH","SHARON_GRIFFITH","user",""
"CO-querayada-distlist","SHARON_GRIFFITH","SHARON_GRIFFITH","user",""
"PE-229-admingroup","SHARON_GRIFFITH","SHARON_GRIFFITH","user",""
"HO-ars-distlist","SHARON_GRIFFITH","SHARON_GRIFFITH","user",""
"HE-140-distlist","SHARON_GRIFFITH","SHARON_GRIFFITH","user",""
"ER-KYT-admingroup","SHARON_GRIFFITH","SHARON_GRIFFITH","user",""
"65-ama-distlist","SHARON_GRIFFITH","SHARON_GRIFFITH","user",""
"NO-fariddu49-distlist","SHARON_GRIFFITH","SHARON_GRIFFITH","user",""
"WseAllowComputerAccess","SHARON_GRIFFITH","SHARON_GRIFFITH","user",""
"Domain Users","PEARL_FRANKLIN","PEARL_FRANKLIN","user",""
"JO-nez-admingroup","PEARL_FRANKLIN","PEARL_FRANKLIN","user",""
"ID-josailorv-distlist","PEARL_FRANKLIN","PEARL_FRANKLIN","user",""
"Domain Users","BILLIE_AYERS","BILLIE_AYERS","user",""
"Domain Users","219342743SA","219342743SA","user",""
"JA-sup-distlist","219342743SA","219342743SA","user",""
"23-cuxacpart-distlist","219342743SA","219342743SA","user",""
"FL-asc-distlist","219342743SA","219342743SA","user",""
"KI-1.20883E1-distlist","219342743SA","219342743SA","user",""
"Domain Users","WILLIAMS_WARREN","WILLIAMS_WARREN","user",""
"Domain Users","ISABELLA_ORTEGA","ISABELLA_ORTEGA","user",""
"GE-zal-distlist","ISABELLA_ORTEGA","ISABELLA_ORTEGA","user",""
"IR-zay-distlist","ISABELLA_ORTEGA","ISABELLA_ORTEGA","user",""
"JO-nez-admingroup","ISABELLA_ORTEGA","ISABELLA_ORTEGA","user",""
"AL-cat-distlist","ISABELLA_ORTEGA","ISABELLA_ORTEGA","user",""
"WI-pforzheim-admingroup","ISABELLA_ORTEGA","ISABELLA_ORTEGA","user",""
"IR-PRINCESA0-admingroup","ISABELLA_ORTEGA","ISABELLA_ORTEGA","user",""
"LE-azu-distlist","ISABELLA_ORTEGA","ISABELLA_ORTEGA","user",""
"HO-ars-distlist","ISABELLA_ORTEGA","ISABELLA_ORTEGA","user",""
"VI-951-distlist","ISABELLA_ORTEGA","ISABELLA_ORTEGA","user",""
"SH-bla-admingroup","ISABELLA_ORTEGA","ISABELLA_ORTEGA","user",""
"WseAllowMediaAccess","ISABELLA_ORTEGA","ISABELLA_ORTEGA","user",""
"Domain Users","YESENIA_MOON","YESENIA_MOON","user",""
"IR-zay-distlist","YESENIA_MOON","YESENIA_MOON","user",""
"FR-the-distlist","YESENIA_MOON","YESENIA_MOON","user",""
"PA-swe-distlist","YESENIA_MOON","YESENIA_MOON","user",""
"NA-mamaypapa-admingroup","YESENIA_MOON","YESENIA_MOON","user",""
"MI-alm-distlist","YESENIA_MOON","YESENIA_MOON","user",""
"DA-ana-distlist","YESENIA_MOON","YESENIA_MOON","user",""
"LE-chi-distlist","YESENIA_MOON","YESENIA_MOON","user",""
"RI-Mig-distlist","YESENIA_MOON","YESENIA_MOON","user",""
"Domain Users","DELMAR_GRAHAM","DELMAR_GRAHAM","user",""
"Domain Users","GERMAN_TANNER","GERMAN_TANNER","user",""
"DO-...-admingroup","GERMAN_TANNER","GERMAN_TANNER","user",""
"SA-avi-distlist","GERMAN_TANNER","GERMAN_TANNER","user",""
"SH-mictlante-distlist","GERMAN_TANNER","GERMAN_TANNER","user",""
"BR-iva-distlist","GERMAN_TANNER","GERMAN_TANNER","user",""
"Domain Users","5891248724SA","5891248724SA","user",""
"LO-mar-distlist","5891248724SA","5891248724SA","user",""
"TR-cha-distlist","5891248724SA","5891248724SA","user",""
"KA-neg-admingroup","5891248724SA","5891248724SA","user",""
"46-EX3-distlist","5891248724SA","5891248724SA","user",""
"DI-men-distlist","5891248724SA","5891248724SA","user",""
"CA-592-distlist","5891248724SA","5891248724SA","user",""
"MI-242-distlist","5891248724SA","5891248724SA","user",""
"Domain Users","3340128756SA","3340128756SA","user",""
"CO-ome-distlist","3340128756SA","3340128756SA","user",""
"MA-100-distlist","3340128756SA","3340128756SA","user",""
"JA-918670241-distlist","3340128756SA","3340128756SA","user",""
"RO-priscilla-distlist","3340128756SA","3340128756SA","user",""
"JO-bla-distlist","3340128756SA","3340128756SA","user",""
"ER-KYT-admingroup","3340128756SA","3340128756SA","user",""
"BR-551530301-admingroup","3340128756SA","3340128756SA","user",""
"JA-f13l27a1l-distlist","3340128756SA","3340128756SA","user",""
"Domain Users","8215422692SA","8215422692SA","user",""
"21-dulcesito-admingroup","8215422692SA","8215422692SA","user",""
"BR-551530301-admingroup","8215422692SA","8215422692SA","user",""
"LE-chi-distlist","8215422692SA","8215422692SA","user",""
"DnsUpdateProxy","8215422692SA","8215422692SA","user",""
"Domain Users","9741083963SA","9741083963SA","user",""
"IS-ca4000753-distlist","9741083963SA","9741083963SA","user",""
"46-EX3-distlist","9741083963SA","9741083963SA","user",""
"MI-alm-distlist","9741083963SA","9741083963SA","user",""
"HE-140-distlist","9741083963SA","9741083963SA","user",""
"VA-aguilucho-distlist","9741083963SA","9741083963SA","user",""
"Domain Users","6465825468SA","6465825468SA","user",""
"NA-mamaypapa-admingroup","6465825468SA","6465825468SA","user",""
"AN-diarrea78-distlist","6465825468SA","6465825468SA","user",""
"SA-urigoiena-distlist","6465825468SA","6465825468SA","user",""
"ER-KYT-admingroup","6465825468SA","6465825468SA","user",""
"SC-sac-admingroup","6465825468SA","6465825468SA","user",""
"WseAllowDashboardAccess","6465825468SA","6465825468SA","user",""
"Domain Users","MARC_THOMPSON","MARC_THOMPSON","user",""
"LO-mar-distlist","MARC_THOMPSON","MARC_THOMPSON","user",""
"HA-ger-distlist","MARC_THOMPSON","MARC_THOMPSON","user",""
"IS-ikbasbou2-distlist","MARC_THOMPSON","MARC_THOMPSON","user",""
"JE-qooplsant-distlist","MARC_THOMPSON","MARC_THOMPSON","user",""
"LU-helpless2-distlist","MARC_THOMPSON","MARC_THOMPSON","user",""
"41-mam-admingroup","MARC_THOMPSON","MARC_THOMPSON","user",""
"Domain Users","MELVIN_DONALDSON","MELVIN_DONALDSON","user",""
"Domain Users","RACHAEL_SHANNON","RACHAEL_SHANNON","user",""
"DA-ana-distlist","RACHAEL_SHANNON","RACHAEL_SHANNON","user",""
"MA-das-distlist","RACHAEL_SHANNON","RACHAEL_SHANNON","user",""
"ED-110-admingroup","RACHAEL_SHANNON","RACHAEL_SHANNON","user",""
"AN-moisesalo-distlist","RACHAEL_SHANNON","RACHAEL_SHANNON","user",""
"WseManagedGroups","RACHAEL_SHANNON","RACHAEL_SHANNON","user",""
"Domain Users","BEVERLEY_UNDERWOOD","BEVERLEY_UNDERWOOD","user",""
"TR-270-distlist","BEVERLEY_UNDERWOOD","BEVERLEY_UNDERWOOD","user",""
"LY-adiact289-distlist","BEVERLEY_UNDERWOOD","BEVERLEY_UNDERWOOD","user",""
"WseManagedGroups","BEVERLEY_UNDERWOOD","BEVERLEY_UNDERWOOD","user",""
"Domain Users","MELODY_CURTIS","MELODY_CURTIS","user",""
"PA-swe-distlist","MELODY_CURTIS","MELODY_CURTIS","user",""
"SA-avi-distlist","MELODY_CURTIS","MELODY_CURTIS","user",""
"CH-03Dolores-distlist","MELODY_CURTIS","MELODY_CURTIS","user",""
"21-gua-admingroup","MELODY_CURTIS","MELODY_CURTIS","user",""
"Domain Users","NOAH_RODRIQUEZ","NOAH_RODRIQUEZ","user",""
"DA-920-admingroup","NOAH_RODRIQUEZ","NOAH_RODRIQUEZ","user",""
"BE-180-distlist","NOAH_RODRIQUEZ","NOAH_RODRIQUEZ","user",""
"SH-mictlante-distlist","NOAH_RODRIQUEZ","NOAH_RODRIQUEZ","user",""
"GW-tivogliob-admingroup","NOAH_RODRIQUEZ","NOAH_RODRIQUEZ","user",""
"DE-zidane200-admingroup","NOAH_RODRIQUEZ","NOAH_RODRIQUEZ","user",""
"Domain Users","KARIN_KELLEY","KARIN_KELLEY","user",""
"Domain Users","JAVIER_MCMAHON","JAVIER_MCMAHON","user",""
"LO-mar-distlist","JAVIER_MCMAHON","JAVIER_MCMAHON","user",""
"AR-evilempir-distlist","JAVIER_MCMAHON","JAVIER_MCMAHON","user",""
"BA-sum-admingroup","JAVIER_MCMAHON","JAVIER_MCMAHON","user",""
"IS-ikbasbou2-distlist","JAVIER_MCMAHON","JAVIER_MCMAHON","user",""
"DE-222-distlist","JAVIER_MCMAHON","JAVIER_MCMAHON","user",""
"JA-sup-distlist","JAVIER_MCMAHON","JAVIER_MCMAHON","user",""
